# timestamp tx ty tz qx qy qz qw
1698132949.950825 11775871.378808023 2472166.864850242 -27.90508460998535 0 0 0 1
1698132949.9710643 11775871.379650347 2472166.8643872566 -27.902816772460938 0 0 0 1
1698132949.990568 11775871.379891807 2472166.864073319 -27.902915954589844 0 0 0 1
1698132950.0124152 11775871.380115896 2472166.863779659 -27.902772903442383 0 0 0 1
1698132950.0310557 11775871.380355567 2472166.8634541724 -27.90263557434082 0 0 0 1
1698132950.0504313 11775871.380630506 2472166.863071385 -27.902809143066406 0 0 0 1
1698132950.0702145 11775871.380934898 2472166.862647104 -27.902679443359375 0 0 0 1
1698132950.0909328 11775871.381237853 2472166.862224298 -27.902814865112305 0 0 0 1
1698132950.1134236 11775871.38150767 2472166.861844269 -27.902690887451172 0 0 0 1
1698132950.1310866 11775871.383477436 2472166.859947309 -27.90256118774414 0 0 0 1
1698132950.150801 11775871.383698644 2472166.859638216 -27.902652740478516 0 0 0 1
1698132950.170261 11775871.3839432 2472166.8593234867 -27.900850296020508 0 0 0 1
1698132950.19057 11775871.384590048 2472166.8585343487 -27.900997161865234 0 0 0 1
1698132950.2122416 11775871.385263156 2472166.8577055107 -27.900867462158203 0 0 0 1
1698132950.230521 11775871.385934869 2472166.856874249 -27.900739669799805 0 0 0 1
1698132950.251051 11775871.386581145 2472166.8560813996 -27.900861740112305 0 0 0 1
1698132950.2705882 11775871.387196679 2472166.8553327043 -27.900732040405273 0 0 0 1
1698132950.2911503 11775871.387798157 2472166.8546051853 -27.900842666625977 0 0 0 1
1698132950.313685 11775871.388414808 2472166.853852944 -27.900720596313477 0 0 0 1
1698132950.3311563 11775871.389054963 2472166.853058411 -27.900598526000977 0 0 0 1
1698132950.3508475 11775871.389718737 2472166.852224282 -27.9007511138916 0 0 0 1
1698132950.3704689 11775871.390346216 2472166.8514667316 -27.897300720214844 0 0 0 1
1698132950.390828 11775871.391086183 2472166.850737552 -27.897380828857422 0 0 0 1
1698132950.4123268 11775871.391795155 2472166.8500504824 -27.897235870361328 0 0 0 1
1698132950.4307902 11775871.392485844 2472166.8493869617 -27.8970947265625 0 0 0 1
1698132950.4510803 11775871.393184453 2472166.848705372 -27.897232055664062 0 0 0 1
1698132950.470232 11775871.399459874 2472166.843288285 -27.897106170654297 0 0 0 1
1698132950.490865 11775871.400207689 2472166.842530269 -27.897260665893555 0 0 0 1
1698132950.5136456 11775871.400955206 2472166.8417681814 -27.897138595581055 0 0 0 1
1698132950.5311217 11775871.401680112 2472166.84103593 -27.897016525268555 0 0 0 1
1698132950.5507834 11775871.402376631 2472166.8403393254 -27.897113800048828 0 0 0 1
1698132950.5703738 11775871.403001422 2472166.839751604 -27.8935546875 0 0 0 1
1698132950.5903032 11775871.404123005 2472166.8383961343 -27.89371681213379 0 0 0 1
1698132950.6119716 11775871.405266237 2472166.837005702 -27.893579483032227 0 0 0 1
1698132950.6303828 11775871.406430835 2472166.8355782544 -27.893442153930664 0 0 0 1
1698132950.6507993 11775871.40759506 2472166.8341421355 -27.893564224243164 0 0 0 1
1698132950.6702762 11775871.408746986 2472166.8327239505 -27.8934268951416 0 0 0 1
1698132950.690945 11775871.40987553 2472166.8313376615 -27.893545150756836 0 0 0 1
1698132950.7136202 11775871.410983674 2472166.829972858 -27.893407821655273 0 0 0 1
1698132950.7311487 11775871.412089823 2472166.8286048137 -27.89327049255371 0 0 0 1
1698132950.7508104 11775871.413214311 2472166.827204094 -27.89344024658203 0 0 0 1
1698132950.770296 11775871.414241776 2472166.825941544 -27.891117095947266 0 0 0 1
1698132950.791059 11775871.414930934 2472166.825098605 -27.891223907470703 0 0 0 1
1698132950.8115628 11775871.415605014 2472166.8242768585 -27.891080856323242 0 0 0 1
1698132950.8311002 11775871.420980422 2472166.818662296 -27.89093589782715 0 0 0 1
1698132950.8512902 11775871.421620056 2472166.8178923726 -27.891082763671875 0 0 0 1
1698132950.8704388 11775871.42225638 2472166.8171211914 -27.890945434570312 0 0 0 1
1698132950.8909783 11775871.422905488 2472166.816323917 -27.891084671020508 0 0 0 1
1698132950.9135475 11775871.423570381 2472166.815496605 -27.890958786010742 0 0 0 1
1698132950.9308567 11775871.424238188 2472166.8146578395 -27.89082908630371 0 0 0 1
1698132950.9515252 11775871.42489308 2472166.8138341843 -27.890941619873047 0 0 0 1
1698132950.9711332 11775871.425409837 2472166.813206643 -27.887346267700195 0 0 0 1
1698132950.9906583 11775871.425674595 2472166.8128394955 -27.887460708618164 0 0 0 1
1698132951.0121884 11775871.425938012 2472166.8124693064 -27.88731575012207 0 0 0 1
1698132951.030733 11775871.4262138 2472166.8120757765 -27.887170791625977 0 0 0 1
1698132951.0511758 11775871.426505905 2472166.8116516354 -27.88734245300293 0 0 0 1
1698132951.0710976 11775871.426806923 2472166.8112139557 -27.887197494506836 0 0 0 1
1698132951.0908513 11775871.427095048 2472166.8107941044 -27.887300491333008 0 0 0 1
1698132951.1138906 11775871.427362366 2472166.810401535 -27.887163162231445 0 0 0 1
1698132951.13045 11775871.427616006 2472166.810026242 -27.887025833129883 0 0 0 1
1698132951.151363 11775871.4278698 2472166.8096459657 -27.88715171813965 0 0 0 1
1698132951.1708841 11775871.428033678 2472166.8093978665 -27.887163162231445 0 0 0 1
1698132951.19034 11775871.425587285 2472166.812071092 -27.887300491333008 0 0 0 1
1698132951.2119846 11775871.42314907 2472166.8147285213 -27.88716697692871 0 0 0 1
1698132951.2303717 11775871.420704106 2472166.817395026 -27.88703155517578 0 0 0 1
1698132951.2511191 11775871.418243187 2472166.8200817085 -27.887094497680664 0 0 0 1
1698132951.2706883 11775871.415771639 2472166.822785699 -27.8869571685791 0 0 0 1
1698132951.2913513 11775871.413296543 2472166.8254907154 -27.887075424194336 0 0 0 1
1698132951.3139296 11775871.410829652 2472166.828177574 -27.886945724487305 0 0 0 1
1698132951.3310037 11775871.408375392 2472166.8308429266 -27.886816024780273 0 0 0 1
1698132951.3511703 11775871.405924503 2472166.8334960192 -27.886913299560547 0 0 0 1
1698132951.3707445 11775871.403486457 2472166.8361792825 -27.890060424804688 0 0 0 1
1698132951.390359 11775871.401216693 2472166.8382022684 -27.890111923217773 0 0 0 1
1698132951.4119687 11775871.398934482 2472166.8402421996 -27.890005111694336 0 0 0 1
1698132951.431318 11775871.396651452 2472166.842281793 -27.8898983001709 0 0 0 1
1698132951.4507484 11775871.39437429 2472166.8443078273 -27.889965057373047 0 0 0 1
1698132951.4713519 11775871.392107934 2472166.8463124176 -27.88986587524414 0 0 0 1
1698132951.4907463 11775871.389850408 2472166.848301726 -27.88994598388672 0 0 0 1
1698132951.5143683 11775871.387589624 2472166.8502964685 -27.889841079711914 0 0 0 1
1698132951.5307686 11775871.375807993 2472166.8615869377 -27.889734268188477 0 0 0 1
1698132951.5501666 11775871.373526713 2472166.8636156283 -27.889774322509766 0 0 0 1
1698132951.5706942 11775871.37140021 2472166.86553439 -27.89617919921875 0 0 0 1
1698132951.5901515 11775871.369074065 2472166.867643561 -27.896188735961914 0 0 0 1
1698132951.6116288 11775871.366759835 2472166.869734234 -27.896133422851562 0 0 0 1
1698132951.6311245 11775871.364450447 2472166.8718160335 -27.89607810974121 0 0 0 1
1698132951.651334 11775871.362138018 2472166.8739005635 -27.896080017089844 0 0 0 1
1698132951.6707413 11775871.359812828 2472166.875998424 -27.896020889282227 0 0 0 1
1698132951.6912124 11775871.357478915 2472166.8781078984 -27.896007537841797 0 0 0 1
1698132951.7137883 11775871.355142593 2472166.880218393 -27.895946502685547 0 0 0 1
1698132951.7301948 11775871.352811553 2472166.8823185638 -27.895885467529297 0 0 0 1
1698132951.750841 11775871.350490486 2472166.884399759 -27.895883560180664 0 0 0 1
1698132951.770333 11775871.348431805 2472166.8862696225 -27.899633407592773 0 0 0 1
1698132951.7908144 11775871.34766645 2472166.8870812766 -27.89959144592285 0 0 0 1
1698132951.8114457 11775871.34688959 2472166.8879062897 -27.899560928344727 0 0 0 1
1698132951.830693 11775871.34610143 2472166.8887438495 -27.8995304107666 0 0 0 1
1698132951.8502538 11775871.345312558 2472166.8895831835 -27.899492263793945 0 0 0 1
1698132951.870696 11775871.33854013 2472166.897642353 -27.899459838867188 0 0 0 1
1698132951.8902295 11775871.337766552 2472166.8984616366 -27.899436950683594 0 0 0 1
1698132951.9139984 11775871.336995736 2472166.899272621 -27.899398803710938 0 0 0 1
1698132951.9303966 11775871.33622165 2472166.900084905 -27.89936065673828 0 0 0 1
1698132951.951387 11775871.335439429 2472166.9009060436 -27.899320602416992 0 0 0 1
1698132951.9707432 11775871.334894748 2472166.9015325145 -27.901554107666016 0 0 0 1
1698132951.9902349 11775871.334672673 2472166.9014725587 -27.90151023864746 0 0 0 1
1698132952.0118468 11775871.33445295 2472166.9014056455 -27.901491165161133 0 0 0 1
1698132952.0302615 11775871.334242148 2472166.901326267 -27.901472091674805 0 0 0 1
1698132952.050571 11775871.334035635 2472166.9012392596 -27.90143394470215 0 0 0 1
1698132952.0712178 11775871.333830515 2472166.901150247 -27.901418685913086 0 0 0 1
1698132952.090902 11775871.333614893 2472166.9010737417 -27.901365280151367 0 0 0 1
1698132952.1127594 11775871.333392104 2472166.9010055205 -27.901338577270508 0 0 0 1
1698132952.131012 11775871.33316817 2472166.900938778 -27.90131950378418 0 0 0 1
1698132952.1505795 11775871.332952047 2472166.900862346 -27.901283264160156 0 0 0 1
1698132952.1709619 11775871.332938964 2472166.900631043 -27.90392303466797 0 0 0 1
1698132952.1913025 11775871.333239581 2472166.9004197484 -27.903892517089844 0 0 0 1
1698132952.2116385 11775871.333539443 2472166.9002090166 -27.903892517089844 0 0 0 1
1698132952.2310379 11775871.342157943 2472166.892705845 -27.903892517089844 0 0 0 1
1698132952.2512305 11775871.34244598 2472166.892514399 -27.903850555419922 0 0 0 1
1698132952.2705548 11775871.342725454 2472166.892326731 -27.903850555419922 0 0 0 1
1698132952.2911868 11775871.343006099 2472166.89213382 -27.90380859375 0 0 0 1
1698132952.3125677 11775871.343294255 2472166.8919293312 -27.90380859375 0 0 0 1
1698132952.3297842 11775871.343584675 2472166.891713332 -27.90381622314453 0 0 0 1
1698132952.3503556 11775871.343870653 2472166.891498174 -27.90378189086914 0 0 0 1
1698132952.3701656 11775871.34414885 2472166.8912923816 -27.90378189086914 0 0 0 1
1698132952.3909848 11775871.34373758 2472166.891584928 -27.905292510986328 0 0 0 1
1698132952.4118125 11775871.344214978 2472166.891181443 -27.90530014038086 0 0 0 1
1698132952.430508 11775871.34469429 2472166.890766997 -27.905315399169922 0 0 0 1
1698132952.4500506 11775871.345180724 2472166.890342076 -27.90530014038086 0 0 0 1
1698132952.470529 11775871.3456738 2472166.8899067165 -27.905126571655273 0 0 0 1
1698132952.491048 11775871.346165637 2472166.889476014 -27.905132293701172 0 0 0 1
1698132952.513681 11775871.346651431 2472166.8890488907 -27.905141830444336 0 0 0 1
1698132952.5311327 11775871.34713081 2472166.8886326943 -27.90501594543457 0 0 0 1
1698132952.5504813 11775871.347606864 2472166.888217903 -27.905017852783203 0 0 0 1
1698132952.570993 11775871.348936997 2472166.8871518667 -27.906713485717773 0 0 0 1
1698132952.5905857 11775871.349148987 2472166.88668586 -27.90671157836914 0 0 0 1
1698132952.6113167 11775871.34936727 2472166.8862100355 -27.906644821166992 0 0 0 1
1698132952.6307817 11775871.349583628 2472166.8857352226 -27.906644821166992 0 0 0 1
1698132952.6503766 11775871.34979416 2472166.885267151 -27.90659523010254 0 0 0 1
1698132952.6711924 11775871.349997777 2472166.884807268 -27.90659523010254 0 0 0 1
1698132952.6905096 11775871.35019971 2472166.884348909 -27.90659523010254 0 0 0 1
1698132952.7132251 11775871.35040224 2472166.883885919 -27.906578063964844 0 0 0 1
1698132952.729741 11775871.35061138 2472166.8834088254 -27.906578063964844 0 0 0 1
1698132952.7504563 11775871.35082331 2472166.8829228464 -27.906585693359375 0 0 0 1
1698132952.7709465 11775871.351100883 2472166.882414863 -27.90760612487793 0 0 0 1
1698132952.790452 11775871.351655798 2472166.882093613 -27.907577514648438 0 0 0 1
1698132952.8122525 11775871.35220709 2472166.881778952 -27.907569885253906 0 0 0 1
1698132952.8308074 11775871.352759466 2472166.8814622625 -27.90760612487793 0 0 0 1
1698132952.850027 11775871.353313785 2472166.8811428295 -27.907604217529297 0 0 0 1
1698132952.8713436 11775871.35386894 2472166.8808143493 -27.907596588134766 0 0 0 1
1698132952.8907979 11775871.3544287 2472166.8804745395 -27.907604217529297 0 0 0 1
1698132952.9133828 11775871.354987215 2472166.880133449 -27.907604217529297 0 0 0 1
1698132952.9308877 11775871.359276637 2472166.87794723 -27.90761947631836 0 0 0 1
1698132952.9511828 11775871.359829757 2472166.8776153554 -27.907611846923828 0 0 0 1
1698132952.9704745 11775871.360397296 2472166.877289028 -27.908565521240234 0 0 0 1
1698132952.991203 11775871.360850653 2472166.8769313516 -27.908557891845703 0 0 0 1
1698132953.0118926 11775871.361310525 2472166.876564881 -27.90850830078125 0 0 0 1
1698132953.0314724 11775871.361770883 2472166.8761916296 -27.90850067138672 0 0 0 1
1698132953.0508676 11775871.36222774 2472166.875819231 -27.90849494934082 0 0 0 1
1698132953.070544 11775871.362678548 2472166.87545213 -27.908462524414062 0 0 0 1
1698132953.090148 11775871.363119263 2472166.8750965623 -27.90845489501953 0 0 0 1
1698132953.1126962 11775871.363555329 2472166.874746963 -27.90846061706543 0 0 0 1
1698132953.1310575 11775871.363991998 2472166.8743926473 -27.90845489501953 0 0 0 1
1698132953.1505873 11775871.364429919 2472166.8740327996 -27.90851402282715 0 0 0 1
1698132953.171108 11775871.364864442 2472166.8736904263 -27.90935707092285 0 0 0 1
1698132953.190338 11775871.365247803 2472166.873406325 -27.909366607666016 0 0 0 1
1698132953.2119205 11775871.36562685 2472166.8731260863 -27.909358978271484 0 0 0 1
1698132953.2313886 11775871.365997659 2472166.8728547557 -27.909351348876953 0 0 0 1
1698132953.2499695 11775871.366362706 2472166.8725893367 -27.90936279296875 0 0 0 1
1698132953.2703345 11775871.370624924 2472166.8700721306 -27.90936279296875 0 0 0 1
1698132953.2897842 11775871.371000681 2472166.869797643 -27.909404754638672 0 0 0 1
1698132953.3135135 11775871.371379571 2472166.8695155536 -27.909408569335938 0 0 0 1
1698132953.3307545 11775871.371759878 2472166.869234395 -27.909442901611328 0 0 0 1
1698132953.3506129 11775871.372130578 2472166.868960486 -27.90945053100586 0 0 0 1
1698132953.3709831 11775871.372472264 2472166.868724202 -27.910381317138672 0 0 0 1
1698132953.390381 11775871.372178849 2472166.868808591 -27.91038703918457 0 0 0 1
1698132953.4117877 11775871.371884253 2472166.868888301 -27.91039276123047 0 0 0 1
1698132953.4304307 11775871.371592687 2472166.868963358 -27.910390853881836 0 0 0 1
1698132953.450378 11775871.371302279 2472166.869034943 -27.910398483276367 0 0 0 1
1698132953.4699426 11775871.371016344 2472166.869103242 -27.910369873046875 0 0 0 1
1698132953.490504 11775871.370722543 2472166.869179368 -27.910369873046875 0 0 0 1
1698132953.5133114 11775871.370420132 2472166.869263951 -27.910388946533203 0 0 0 1
1698132953.5307314 11775871.370116433 2472166.869348657 -27.910388946533203 0 0 0 1
1698132953.55001 11775871.369815603 2472166.8694297606 -27.91041374206543 0 0 0 1
1698132953.5712602 11775871.369517503 2472166.869526223 -27.911123275756836 0 0 0 1
1698132953.590857 11775871.369589638 2472166.8694727058 -27.911123275756836 0 0 0 1
1698132953.6117303 11775871.369663538 2472166.869414833 -27.911123275756836 0 0 0 1
1698132953.6302023 11775871.368346259 2472166.870569068 -27.911123275756836 0 0 0 1
1698132953.6509225 11775871.368414115 2472166.8705232884 -27.911046981811523 0 0 0 1
1698132953.6713684 11775871.368476605 2472166.870480239 -27.911046981811523 0 0 0 1
1698132953.6896954 11775871.368541593 2472166.870431188 -27.910985946655273 0 0 0 1
1698132953.7135308 11775871.368606588 2472166.8703767466 -27.910980224609375 0 0 0 1
1698132953.7299619 11775871.368669594 2472166.8703206326 -27.91094398498535 0 0 0 1
1698132953.750507 11775871.368729696 2472166.870265648 -27.91093635559082 0 0 0 1
1698132953.7710357 11775871.368784338 2472166.870236054 -27.911752700805664 0 0 0 1
1698132953.790625 11775871.368626716 2472166.870248664 -27.911733627319336 0 0 0 1
1698132953.812233 11775871.368463414 2472166.8702628016 -27.911725997924805 0 0 0 1
1698132953.829625 11775871.368297588 2472166.8702759333 -27.911775588989258 0 0 0 1
1698132953.8512886 11775871.368134849 2472166.8702840246 -27.911775588989258 0 0 0 1
1698132953.8708289 11775871.367974484 2472166.8702860395 -27.911861419677734 0 0 0 1
1698132953.8902752 11775871.36780962 2472166.8702901495 -27.911869049072266 0 0 0 1
1698132953.9140587 11775871.367638117 2472166.8702997044 -27.911882400512695 0 0 0 1
1698132953.9304788 11775871.367458696 2472166.8703166433 -27.911890029907227 0 0 0 1
1698132953.9510026 11775871.367276492 2472166.8703355715 -27.911897659301758 0 0 0 1
1698132953.970729 11775871.367109258 2472166.8703651237 -27.912458419799805 0 0 0 1
1698132953.9911706 11775871.367071295 2472166.870313044 -27.91246795654297 0 0 0 1
1698132954.0117955 11775871.367037855 2472166.87025556 -27.91246223449707 0 0 0 1
1698132954.030007 11775871.366998669 2472166.8701990508 -27.9124755859375 0 0 0 1
1698132954.050494 11775871.366956249 2472166.8701490494 -27.912479400634766 0 0 0 1
1698132954.0710678 11775871.36690338 2472166.8701038584 -27.91248321533203 0 0 0 1
1698132954.0895832 11775871.366845027 2472166.8700635284 -27.912504196166992 0 0 0 1
1698132954.1136885 11775871.366786642 2472166.8700211872 -27.91250991821289 0 0 0 1
1698132954.131093 11775871.366726262 2472166.869973104 -27.91251564025879 0 0 0 1
1698132954.1505494 11775871.366669765 2472166.8699208237 -27.91250991821289 0 0 0 1
1698132954.170115 11775871.36662933 2472166.869883575 -27.913013458251953 0 0 0 1
1698132954.1905172 11775871.366587508 2472166.8699238747 -27.913015365600586 0 0 0 1
1698132954.2121873 11775871.366536515 2472166.8699708884 -27.913021087646484 0 0 0 1
1698132954.229634 11775871.36647995 2472166.870023947 -27.91293716430664 0 0 0 1
1698132954.250971 11775871.366424866 2472166.8700700626 -27.912944793701172 0 0 0 1
1698132954.2703285 11775871.36637236 2472166.8701095544 -27.91293716430664 0 0 0 1
1698132954.2910533 11775871.366322342 2472166.8701434135 -27.912939071655273 0 0 0 1
1698132954.3138914 11775871.366267417 2472166.8701812513 -27.912939071655273 0 0 0 1
1698132954.3305137 11775871.366394566 2472166.8706707614 -27.912900924682617 0 0 0 1
1698132954.3509293 11775871.366331685 2472166.8707183255 -27.912900924682617 0 0 0 1
1698132954.370285 11775871.366290042 2472166.8707742826 -27.91337776184082 0 0 0 1
1698132954.3910933 11775871.36628044 2472166.8707066807 -27.913373947143555 0 0 0 1
1698132954.4115448 11775871.366276287 2472166.8706344995 -27.91335678100586 0 0 0 1
1698132954.430942 11775871.366268858 2472166.8705587494 -27.913349151611328 0 0 0 1
1698132954.4503994 11775871.36625707 2472166.8704889114 -27.913373947143555 0 0 0 1
1698132954.4710457 11775871.366241178 2472166.8704204373 -27.913373947143555 0 0 0 1
1698132954.4905095 11775871.366218662 2472166.870357118 -27.913373947143555 0 0 0 1
1698132954.5131958 11775871.366190547 2472166.8702953714 -27.913400650024414 0 0 0 1
1698132954.5297782 11775871.366164058 2472166.8702278733 -27.913400650024414 0 0 0 1
1698132954.5505342 11775871.366137506 2472166.870157335 -27.913347244262695 0 0 0 1
1698132954.569988 11775871.366132196 2472166.8700953424 -27.913619995117188 0 0 0 1
1698132954.5895803 11775871.366186216 2472166.8699857183 -27.913564682006836 0 0 0 1
1698132954.6124377 11775871.366240846 2472166.8698784113 -27.913564682006836 0 0 0 1
1698132954.6298912 11775871.366292179 2472166.8697748375 -27.913606643676758 0 0 0 1
1698132954.650469 11775871.366339324 2472166.8696766277 -27.913606643676758 0 0 0 1
1698132954.669673 11775871.367412833 2472166.8691430134 -27.913606643676758 0 0 0 1
1698132954.6912055 11775871.367463002 2472166.8690434406 -27.913633346557617 0 0 0 1
1698132954.7139604 11775871.367512096 2472166.868940112 -27.913637161254883 0 0 0 1
1698132954.7303467 11775871.367562963 2472166.8688313486 -27.91364860534668 0 0 0 1
1698132954.7505522 11775871.36760821 2472166.8687260873 -27.913650512695312 0 0 0 1
1698132954.7708344 11775871.367665289 2472166.8686375106 -27.914440155029297 0 0 0 1
1698132954.790455 11775871.367418766 2472166.8687899276 -27.914447784423828 0 0 0 1
1698132954.812189 11775871.367167354 2472166.868945872 -27.91444969177246 0 0 0 1
1698132954.8296096 11775871.366918826 2472166.869094302 -27.914459228515625 0 0 0 1
1698132954.8503356 11775871.366671517 2472166.8692378034 -27.91446304321289 0 0 0 1
1698132954.8710244 11775871.366424976 2472166.869379931 -27.91448974609375 0 0 0 1
1698132954.8904974 11775871.36617386 2472166.8695282014 -27.91449737548828 0 0 0 1
1698132954.914211 11775871.365919739 2472166.869682357 -27.914505004882812 0 0 0 1
1698132954.9296808 11775871.365660442 2472166.869837928 -27.914512634277344 0 0 0 1
1698132954.9494817 11775871.365399363 2472166.8699903605 -27.91450309753418 0 0 0 1
1698132954.9702609 11775871.365172066 2472166.8701393385 -27.91522789001465 0 0 0 1
1698132954.9897857 11775871.36490795 2472166.870298888 -27.915231704711914 0 0 0 1
1698132955.0115988 11775871.36463732 2472166.87045988 -27.915231704711914 0 0 0 1
1698132955.0302305 11775871.363110786 2472166.872167358 -27.915231704711914 0 0 0 1
1698132955.0497298 11775871.362832591 2472166.872342186 -27.915178298950195 0 0 0 1
1698132955.0697372 11775871.362552965 2472166.8725188314 -27.915178298950195 0 0 0 1
1698132955.090392 11775871.362273734 2472166.8726920276 -27.915142059326172 0 0 0 1
1698132955.1134408 11775871.361996187 2472166.872857143 -27.915142059326172 0 0 0 1
1698132955.129783 11775871.361719534 2472166.8730191304 -27.915103912353516 0 0 0 1
1698132955.1494975 11775871.361441253 2472166.873185494 -27.915098190307617 0 0 0 1
1698132955.1699476 11775871.361203402 2472166.8733422994 -27.91561508178711 0 0 0 1
1698132955.1895523 11775871.361218799 2472166.8734692344 -27.915607452392578 0 0 0 1
1698132955.2121067 11775871.361228958 2472166.8735947353 -27.915607452392578 0 0 0 1
1698132955.2304466 11775871.361233216 2472166.873720077 -27.915634155273438 0 0 0 1
1698132955.251193 11775871.361237716 2472166.8738408242 -27.91562271118164 0 0 0 1
1698132955.269789 11775871.361244557 2472166.87395851 -27.915645599365234 0 0 0 1
1698132955.2903812 11775871.361246267 2472166.8740824466 -27.915637969970703 0 0 0 1
1698132955.3132272 11775871.361250328 2472166.8742076196 -27.915620803833008 0 0 0 1
1698132955.3303041 11775871.361254262 2472166.874332126 -27.915613174438477 0 0 0 1
1698132955.3496032 11775871.361256536 2472166.87445547 -27.915660858154297 0 0 0 1
1698132955.3698626 11775871.36129601 2472166.8745611007 -27.916080474853516 0 0 0 1
1698132955.3902738 11775871.361547265 2472166.8743195725 -27.916072845458984 0 0 0 1
1698132955.4118328 11775871.361799378 2472166.8740766235 -27.916078567504883 0 0 0 1
1698132955.429461 11775871.362052176 2472166.873835065 -27.916078567504883 0 0 0 1
1698132955.4499512 11775871.36230449 2472166.8735956443 -27.916061401367188 0 0 0 1
1698132955.4702609 11775871.362554668 2472166.873355941 -27.916061401367188 0 0 0 1
1698132955.4899232 11775871.362800531 2472166.873119586 -27.916086196899414 0 0 0 1
1698132955.5125086 11775871.363042576 2472166.8728859248 -27.916086196899414 0 0 0 1
1698132955.5308266 11775871.363279447 2472166.8726525246 -27.91606330871582 0 0 0 1
1698132955.5511525 11775871.363516575 2472166.872420406 -27.916061401367188 0 0 0 1
1698132955.569511 11775871.36378196 2472166.8721820693 -27.916643142700195 0 0 0 1
1698132955.5911024 11775871.363530373 2472166.872226866 -27.916643142700195 0 0 0 1
